# Note - 
# ESC - Mamba X (F583) Firmware - 2.02(Prodcution)
# Poles - 4
# Gear Ratio - 1
# KV - 0
# Graph Data - 11 Sessions - Saved Thursday, April 24, 2025
# Start Of Session - Sample Time: 0.200
# Reset Source (Cause of reset):  Normal Boot-up Sequence, 255
# Number: 1
# Note - 
# Voltage Cutoff: 9.11
# Current Cutoff: ?
# Temperature Cutoff: 239.0
# Motor Temperature Cutoff: -459.4
# RX2 Mode: 0
# Throttle Cal Min: 2139
# Throttle Cal Mid: 3020
# Throttle Cal Max: 3901
# Idle Times: 
Throttle    , Power-Out   , Voltage     , Ripple      , Current     , Temperature , Speed       , Gov. Gain   , BEC Voltage , Motor Temp. 
True        , True        , True        , True        , True        , True        , True        , True        , True        , True        
1.6677      , 36.078      , 11.59       , 1.302       , 28.4        , 145.7       , 30518       , 0           , 5.29        , 0.00        
1.8166      , 74.902      , 12.76       , 1.953       , 77.4        , 145.7       , 39338       , 0           , 5.33        , 0.00        
1.8714      , 89.020      , 12.63       , 2.474       , 117.4       , 145.7       , 60584       , 0           , 5.29        , 0.00        
1.8714      , 89.412      , 12.76       , 2.734       , 114.8       , 145.7       , 59698       , 0           , 5.29        , 0.00        
1.8714      , 89.412      , 12.89       , 2.734       , 105.8       , 145.7       , 60226       , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.59       , 0.000       , 12.9        , 145.7       , 52217       , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.72       , 0.000       , 2.6         , 145.7       , 48611       , 0           , 5.29        , 1.93        
1.3229      , 22.745b     , 11.72       , 0.000       , 2.6         , 145.7       , 44096       , 0           , 5.29        , 1.93        
1.2367      , 39.608b     , 11.72       , 0.000       , -1.3        , 145.7       , 7793        , 0           , 5.29        , 1.93        
1.2523      , 36.078b     , 11.72       , 0.000       , -1.3        , 151.2       , 7696        , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.72       , 0.000       , 0.0         , 145.7       , 27442       , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.72       , 0.000       , 0.0         , 145.7       , 24422       , 0           , 5.29        , 1.93        
1.5266      , 0.392       , 11.72       , 0.000       , 1.3         , 151.2       , 20036       , 0           , 5.29        , 1.93        
1.6207      , 23.529      , 11.72       , 1.432       , 11.6        , 151.2       , 19997       , 0           , 5.29        , 1.93        
1.6520      , 32.941      , 11.72       , 1.693       , 24.5        , 151.2       , 21697       , 0           , 5.29        , 1.93        
1.6520      , 32.941      , 11.59       , 1.432       , 27.1        , 151.2       , 24162       , 0           , 5.29        , 1.93        
1.6050      , 19.216      , 11.72       , 1.042       , 18.1        , 151.2       , 26654       , 0           , 5.29        , 1.93        
1.6128      , 21.176      , 11.72       , 1.302       , 11.6        , 151.2       , 26446       , 0           , 5.29        , 1.93        
1.6128      , 20.784      , 11.72       , 1.302       , 12.9        , 151.2       , 26864       , 0           , 5.29        , 1.93        
1.6207      , 23.529      , 11.72       , 1.302       , 14.2        , 151.2       , 27259       , 0           , 5.29        , 1.93        
1.6207      , 23.922      , 11.72       , 1.302       , 16.8        , 151.2       , 27892       , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.72       , 0.000       , 5.2         , 151.2       , 25909       , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 24451       , 0           , 5.29        , 1.93        
1.5031      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 23414       , 0           , 5.29        , 1.93        
1.5580      , 7.059       , 11.72       , 0.260       , 3.9         , 151.2       , 22761       , 0           , 5.29        , 1.93        
1.5815      , 13.725      , 11.72       , 0.651       , 6.5         , 151.2       , 22436       , 0           , 5.29        , 1.93        
1.6285      , 25.490      , 11.72       , 1.432       , 18.1        , 151.2       , 23522       , 0           , 5.29        , 1.93        
1.5658      , 9.804       , 11.72       , 0.391       , 5.2         , 151.2       , 23280       , 0           , 5.29        , 1.93        
1.5501      , 5.490       , 11.72       , 0.260       , 5.2         , 151.2       , 22485       , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 21582       , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 20707       , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 19803       , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 18852       , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 8582        , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 12336       , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 11870       , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 10866       , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 10013       , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 8896        , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 7087        , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 5928        , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 5354        , 0           , 5.29        , 1.93        
1.5736      , 12.157      , 11.72       , 0.260       , 3.9         , 151.2       , 4341        , 0           , 5.29        , 1.93        
1.5188      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 4409        , 0           , 5.29        , 1.93        
1.5501      , 5.882       , 11.72       , 0.260       , 2.6         , 151.2       , 3979        , 0           , 5.29        , 1.93        
1.5580      , 6.667       , 11.72       , 0.260       , 3.9         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.5501      , 4.314       , 11.72       , 0.260       , 3.9         , 151.2       , 3393        , 0           , 5.29        , 1.93        
1.5423      , 2.745       , 11.72       , 0.391       , 3.9         , 151.2       , 3294        , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.5344      , 1.176       , 11.72       , 0.260       , 3.9         , 151.2       , 5338        , 0           , 5.29        , 1.93        
1.5736      , 12.157      , 11.72       , 1.823       , 11.6        , 151.2       , 4591        , 0           , 5.29        , 1.93        
1.5423      , 2.745       , 11.72       , 0.260       , 6.5         , 151.2       , 4094        , 0           , 5.29        , 1.93        
1.5658      , 7.843       , 11.72       , 1.432       , 5.2         , 151.2       , 2930        , 0           , 5.29        , 1.93        
1.5658      , 9.020       , 11.72       , 1.302       , 7.7         , 151.2       , 2888        , 0           , 5.29        , 1.93        
1.5736      , 11.373      , 11.72       , 1.693       , 10.3        , 151.2       , 3913        , 0           , 5.29        , 1.93        
1.5580      , 7.451       , 11.72       , 0.781       , 6.5         , 151.2       , 5884        , 0           , 5.29        , 1.93        
1.5501      , 4.706       , 11.72       , 0.260       , 3.9         , 151.2       , 6082        , 0           , 5.29        , 1.93        
1.5580      , 6.275       , 11.72       , 0.260       , 5.2         , 151.2       , 5896        , 0           , 5.29        , 1.93        
1.5501      , 4.314       , 11.72       , 0.130       , 3.9         , 151.2       , 5693        , 0           , 5.29        , 1.93        
1.5501      , 5.098       , 11.72       , 0.260       , 2.6         , 151.2       , 5208        , 0           , 5.29        , 1.93        
1.5815      , 13.725      , 11.72       , 0.911       , 9.0         , 151.2       , 6157        , 0           , 5.29        , 1.93        
1.5658      , 8.627       , 11.72       , 0.651       , 5.2         , 151.2       , 6723        , 0           , 5.29        , 1.93        
1.5736      , 11.373      , 11.72       , 0.911       , 6.5         , 151.2       , 6849        , 0           , 5.29        , 1.93        
1.5893      , 15.686      , 11.72       , 1.042       , 10.3        , 151.2       , 8296        , 0           , 5.29        , 1.93        
1.5971      , 18.039      , 11.72       , 1.302       , 11.6        , 151.2       , 9945        , 0           , 5.29        , 1.93        
1.5736      , 11.765      , 11.72       , 0.521       , 7.7         , 151.2       , 11151       , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.130       , 5.2         , 151.2       , 10901       , 0           , 5.29        , 1.93        
1.5893      , 15.294      , 11.72       , 1.042       , 7.7         , 151.2       , 10918       , 0           , 5.29        , 1.93        
1.5815      , 14.118      , 11.72       , 0.651       , 9.0         , 151.2       , 11740       , 0           , 5.29        , 1.93        
1.5815      , 13.333      , 11.72       , 0.911       , 7.7         , 151.2       , 12218       , 0           , 5.29        , 1.93        
1.5815      , 14.118      , 11.72       , 1.042       , 9.0         , 151.2       , 12881       , 0           , 5.29        , 1.93        
1.5658      , 10.196      , 11.72       , 0.391       , 6.5         , 151.2       , 13147       , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 12533       , 0           , 5.29        , 1.93        
1.5109      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 11522       , 0           , 5.29        , 1.93        
1.5580      , 7.059       , 11.72       , 0.260       , 3.9         , 151.2       , 10930       , 0           , 5.29        , 1.93        
1.5501      , 5.490       , 11.72       , 0.391       , 5.2         , 151.2       , 10612       , 0           , 5.29        , 1.93        
1.5344      , 1.961       , 11.72       , 0.130       , 3.9         , 151.2       , 10072       , 0           , 5.29        , 1.93        
1.5658      , 9.804       , 11.72       , 0.521       , 5.2         , 151.2       , 9863        , 0           , 5.29        , 1.93        
1.5658      , 8.627       , 11.72       , 0.391       , 6.5         , 151.2       , 9989        , 0           , 5.29        , 1.93        
1.5658      , 9.412       , 11.72       , 0.391       , 5.2         , 151.2       , 9954        , 0           , 5.29        , 1.93        
1.5501      , 7.059       , 11.72       , 0.130       , 5.2         , 151.2       , 10102       , 0           , 5.29        , 1.93        
1.5501      , 5.490       , 11.72       , 0.391       , 3.9         , 151.2       , 9708        , 0           , 5.29        , 1.93        
1.5658      , 10.196      , 11.72       , 0.521       , 5.2         , 151.2       , 9383        , 0           , 5.29        , 1.93        
1.5736      , 10.980      , 11.72       , 0.781       , 9.0         , 151.2       , 10639       , 0           , 5.29        , 1.93        
1.5580      , 7.059       , 11.72       , 0.260       , 7.7         , 151.2       , 11096       , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 10639       , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 9858        , 0           , 5.29        , 1.93        
1.5501      , 5.098       , 11.72       , 0.130       , 3.9         , 151.2       , 9217        , 0           , 5.29        , 1.93        
1.5501      , 5.882       , 11.72       , 0.130       , 3.9         , 151.2       , 8622        , 0           , 5.29        , 1.93        
1.5658      , 10.196      , 11.72       , 0.521       , 5.2         , 151.2       , 8543        , 0           , 5.29        , 1.93        
1.5736      , 10.588      , 11.72       , 0.651       , 6.5         , 151.2       , 8935        , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 8793        , 0           , 5.29        , 1.93        
1.5344      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 8409        , 0           , 5.33        , 1.93        
1.5344      , 1.961       , 11.72       , 0.130       , 3.9         , 151.2       , 7813        , 0           , 5.29        , 1.93        
1.5423      , 2.353       , 11.72       , 0.000       , 3.9         , 151.2       , 7440        , 0           , 5.29        , 1.93        
1.5658      , 9.412       , 11.72       , 0.391       , 3.9         , 151.2       , 7159        , 0           , 5.29        , 1.93        
1.5344      , 0.000       , 11.72       , 0.000       , 3.9         , 151.2       , 7368        , 0           , 5.29        , 1.93        
1.5266      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 7169        , 0           , 5.29        , 1.93        
1.5815      , 12.941      , 11.72       , 0.911       , 5.2         , 151.2       , 6754        , 0           , 5.29        , 1.93        
1.5736      , 10.588      , 11.72       , 0.781       , 6.5         , 151.2       , 7498        , 0           , 5.29        , 1.93        
1.5580      , 6.275       , 11.72       , 0.130       , 5.2         , 151.2       , 8239        , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 8013        , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 7347        , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 6916        , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 6432        , 0           , 5.29        , 1.93        
1.5266      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 5930        , 0           , 5.29        , 1.93        
1.5501      , 5.490       , 11.72       , 0.391       , 3.9         , 151.2       , 5649        , 0           , 5.29        , 1.93        
1.5658      , 9.804       , 11.72       , 0.651       , 7.7         , 151.2       , 6234        , 0           , 5.29        , 1.93        
1.5031      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 6698        , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 6376        , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 5867        , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 5270        , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 4678        , 0           , 5.29        , 1.93        
1.5188      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 4361        , 0           , 5.29        , 1.93        
1.5266      , 0.000       , 11.72       , 0.130       , 6.5         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 4270        , 0           , 5.29        , 1.93        
1.4953      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 3695        , 0           , 5.29        , 1.93        
1.0878      , 67.843b     , 11.72       , 0.000       , 3.9         , 151.2       , 3695        , 0           , 5.29        , 1.93        
1.0878      , 68.235b     , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.0878      , 67.843b     , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.0878      , 68.235b     , 11.72       , 0.000       , 3.9         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.0878      , 68.235b     , 11.72       , 0.000       , 3.9         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 3.9         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.8558      , 86.667      , 13.28       , 2.995       , 122.6       , 151.2       , 53168       , 0           , 5.33        , 1.93        
1.8714      , 89.412      , 12.76       , 2.474       , 116.1       , 151.2       , 59524       , 0           , 5.29        , 1.93        
1.8714      , 89.804      , 13.02       , 2.864       , 114.8       , 151.2       , 59179       , 0           , 5.33        , 1.93        
1.8636      , 89.020      , 12.76       , 2.734       , 118.7       , 151.2       , 61128       , 0           , 5.29        , 1.93        
1.8714      , 89.412      , 12.50       , 2.864       , 109.7       , 151.2       , 58838       , 0           , 5.29        , 1.93        
1.8714      , 89.412      , 12.76       , 1.042       , 112.3       , 151.2       , 61682       , 0           , 5.29        , 1.93        
1.7617      , 69.020      , 11.59       , 1.172       , 91.6        , 151.2       , 62246       , 0           , 5.29        , 1.93        
1.0878      , 67.843b     , 11.72       , 0.000       , 5.2         , 151.2       , 52620       , 0           , 5.29        , 1.93        
1.0878      , 68.235b     , 11.72       , 0.000       , 0.0         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.0878      , 67.843b     , 11.59       , 0.000       , 0.0         , 151.2       , 0           , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.72       , 0.000       , 0.0         , 151.2       , 18004       , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.72       , 0.000       , 1.3         , 151.2       , 24929       , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.72       , 0.000       , 1.3         , 151.2       , 19207       , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.72       , 0.000       , 0.0         , 151.2       , 12673       , 0           , 5.29        , 1.93        
1.5423      , 2.745       , 11.72       , 0.391       , 1.3         , 151.2       , 6949        , 0           , 5.29        , 1.93        
1.5893      , 14.510      , 11.72       , 1.562       , 6.5         , 151.2       , 5777        , 0           , 5.29        , 1.93        
1.6128      , 21.176      , 11.72       , 1.693       , 16.8        , 151.2       , 7232        , 0           , 5.29        , 1.93        
1.6442      , 29.804      , 11.72       , 1.823       , 31.0        , 151.2       , 12031       , 0           , 5.29        , 1.93        
1.6598      , 33.333      , 11.72       , 1.562       , 33.5        , 151.2       , 18427       , 0           , 5.29        , 1.93        
1.6755      , 38.431      , 11.59       , 1.562       , 37.4        , 151.2       , 23658       , 0           , 5.29        , 1.93        
1.7069      , 46.667      , 11.20       , 1.172       , 47.7        , 151.2       , 28960       , 0           , 5.29        , 1.93        
1.7147      , 47.843      , 11.20       , 1.042       , 45.2        , 151.2       , 33252       , 0           , 5.29        , 1.93        
1.7304      , 53.725      , 11.07       , 0.781       , 51.6        , 151.2       , 38741       , 0           , 5.29        , 1.93        
1.7617      , 61.176      , 11.20       , 0.781       , 52.9        , 151.2       , 41923       , 0           , 5.29        , 1.93        
1.7696      , 62.353      , 11.07       , 1.042       , 52.9        , 151.2       , 45880       , 0           , 5.29        , 1.93        
1.7931      , 69.804      , 11.33       , 1.172       , 64.5        , 151.2       , 49435       , 0           , 5.29        , 1.93        
1.8087      , 73.333      , 12.24       , 1.302       , 61.9        , 151.2       , 53307       , 0           , 5.33        , 1.93        
1.8636      , 88.235      , 12.76       , 2.604       , 81.3        , 151.2       , 65229       , 0           , 5.29        , 1.93        
1.8636      , 89.020      , 12.63       , 2.213       , 94.2        , 151.2       , 65229       , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.59       , 0.651       , 54.2        , 156.7       , 61311       , 0           , 5.29        , 1.93        
1.0878      , 68.235b     , 11.59       , 0.000       , 0.0         , 151.2       , 45777       , 0           , 5.29        , 1.93        
1.0878      , 68.235b     , 11.59       , 0.000       , 0.0         , 156.7       , 7368        , 0           , 5.29        , 1.93        
1.0878      , 68.235b     , 11.59       , 0.000       , 0.0         , 156.7       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.59       , 0.000       , 0.0         , 156.7       , 8535        , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.59       , 0.000       , 0.0         , 156.7       , 25020       , 0           , 5.29        , 1.93        
1.5501      , 5.098       , 11.59       , 0.391       , 1.3         , 156.7       , 21026       , 0           , 5.29        , 1.93        
1.6050      , 20.000      , 11.72       , 1.302       , 7.7         , 156.7       , 17894       , 0           , 5.29        , 1.93        
1.6442      , 30.588      , 11.59       , 1.693       , 20.6        , 156.7       , 18957       , 0           , 5.29        , 1.93        
1.6833      , 40.392      , 11.46       , 1.432       , 40.0        , 156.7       , 22837       , 0           , 5.29        , 1.93        
1.6285      , 27.059      , 11.72       , 1.432       , 23.2        , 156.7       , 24898       , 0           , 5.29        , 1.93        
1.6207      , 23.529      , 11.59       , 1.172       , 18.1        , 156.7       , 26412       , 0           , 5.29        , 1.93        
1.5815      , 12.549      , 11.59       , 0.391       , 7.7         , 156.7       , 25617       , 0           , 5.29        , 1.93        
1.6050      , 18.824      , 11.72       , 1.042       , 9.0         , 156.7       , 25020       , 0           , 5.29        , 1.93        
1.6050      , 20.000      , 11.72       , 1.042       , 12.9        , 156.7       , 28317       , 0           , 5.29        , 1.93        
1.5815      , 12.941      , 11.59       , 0.911       , 10.3        , 156.7       , 24451       , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.72       , 0.000       , 3.9         , 156.7       , 21883       , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.59       , 0.000       , 3.9         , 156.7       , 19537       , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.72       , 0.000       , 5.2         , 156.7       , 17646       , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.59       , 0.000       , 5.2         , 156.7       , 16076       , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 5.2         , 156.7       , 15328       , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 5.2         , 156.7       , 14848       , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 3.9         , 156.7       , 14198       , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 5.2         , 156.7       , 13629       , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.72       , 0.000       , 5.2         , 156.7       , 13062       , 0           , 5.29        , 1.93        
1.4796      , 0.392       , 11.72       , 0.000       , 5.2         , 156.7       , 12374       , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 3.9         , 156.7       , 11522       , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 5.2         , 156.7       , 10774       , 0           , 5.29        , 1.93        
1.0878      , 68.235b     , 11.72       , 0.000       , 3.9         , 156.7       , 0           , 0           , 5.29        , 1.93        
1.0878      , 68.235b     , 11.72       , 0.000       , 2.6         , 156.7       , 0           , 0           , 5.29        , 1.93        
1.0878      , 68.235b     , 11.72       , 0.000       , 2.6         , 156.7       , 0           , 0           , 5.29        , 1.93        
1.0878      , 68.235b     , 11.72       , 0.000       , 2.6         , 156.7       , 0           , 0           , 5.29        , 1.93        
1.0878      , 68.235b     , 11.72       , 0.000       , 2.6         , 156.7       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 156.7       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 156.7       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 156.7       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 156.7       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 156.7       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 156.7       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 156.7       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 156.7       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 156.7       , 0           , 0           , 5.29        , 1.93        
1.4874      , 0.392       , 11.72       , 0.000       , 2.6         , 156.7       , 0           , 0           , 5.29        , 1.93        
